Envie uma imagem,Imagem processada,Resultado,timestamp
.gradio/flagged/Envie uma imagem/e748ef62fa292456ab7f/calcada-1.jpg,.gradio/flagged/Imagem processada/9d374467f74c6bb673b1/tmp6_eb0z7l.jpg,"Objetos detectados: person, person, person, person, bus, person, person, person, person, person, traffic light, backpack, car, person, backpack, backpack, handbag, bicycle, person, person, person, person",2026-04-07 23:02:40.865415
